state,year,month,number
Bahia,2012,9,7.495
Bahia,2013,9,2.681
Bahia,2014,9,2.604
Bahia,2015,9,7.956
Bahia,2016,9,1.819
Bahia,2017,9,1.791
Bahia,1998,10,1.969
Bahia,1999,10,1.307
Bahia,2000,10,3.35
Bahia,2001,10,1.687
Bahia,2002,10,5.414
Bahia,2003,10,4.264
Bahia,2004,10,4.81
Bahia,2005,10,8.405
Bahia,2006,10,2.079
Bahia,2007,10,4.981
Bahia,2008,10,7.691
Bahia,2009,10,2.552
Bahia,2010,10,5.264
Bahia,2011,10,2.166
Bahia,2012,10,4.607
Bahia,2013,10,1.969
Bahia,2014,10,2.763
Bahia,2015,10,4.989
Bahia,2016,10,1.415
Bahia,2017,10,4.005
Bahia,1998,11,49
Bahia,1999,11,49
Bahia,2000,11,114
Bahia,2001,11,699
Bahia,2002,11,1.02
Bahia,2003,11,533
Bahia,2004,11,1.736
Bahia,2005,11,1.595
Bahia,2006,11,239
Bahia,2007,11,2.126
Bahia,2008,11,3.175
Bahia,2009,11,402
Bahia,2010,11,605
Bahia,2011,11,176
Bahia,2012,11,168
Bahia,2013,11,288
Bahia,2014,11,348
Bahia,2015,11,1.705
Bahia,2016,11,408
Bahia,2017,11,174
Bahia,1998,12,82
Bahia,1999,12,37
Bahia,2000,12,24
Bahia,2001,12,158
Bahia,2002,12,848
Bahia,2003,12,710
Bahia,2004,12,423
Bahia,2005,12,116
Bahia,2006,12,169
Bahia,2007,12,259
Bahia,2008,12,52
Bahia,2009,12,308
Bahia,2010,12,226
Bahia,2011,12,230
Bahia,2012,12,477
Bahia,2013,12,131
Bahia,2014,12,144
Bahia,2015,12,1.408
Bahia,2016,12,164
Ceara,1998,1,0
Ceara,1999,1,47
Ceara,2000,1,1
Ceara,2001,1,11
Ceara,2002,1,33
Ceara,2003,1,264
Ceara,2004,1,143
Ceara,2005,1,384
Ceara,2006,1,211
Ceara,2007,1,304
Ceara,2008,1,166
Ceara,2009,1,347
Ceara,2010,1,288
Ceara,2011,1,32
Ceara,2012,1,273
Ceara,2013,1,103
Ceara,2014,1,115
Ceara,2015,1,207
Ceara,2016,1,100
Ceara,2017,1,91
Ceara,1998,2,0
Ceara,1999,2,16
Ceara,2000,2,6
Ceara,2001,2,0
Ceara,2002,2,75
Ceara,2003,2,9
Ceara,2004,2,5
Ceara,2005,2,25
Ceara,2006,2,23
Ceara,2007,2,3
Ceara,2008,2,12
Ceara,2009,2,8
Ceara,2010,2,63
Ceara,2011,2,2
Ceara,2012,2,41
Ceara,2013,2,49
Ceara,2014,2,18
Ceara,2015,2,25
Ceara,2016,2,13
Ceara,2017,2,9
Ceara,1998,3,0
Ceara,1999,3,30
Ceara,2000,3,9
Ceara,2001,3,0
Ceara,2002,3,17
Ceara,2003,3,3
Ceara,2004,3,1
Ceara,2005,3,5
Ceara,2006,3,3
Ceara,2007,3,2
Ceara,2008,3,2
Ceara,2009,3,3
Ceara,2010,3,40
Ceara,2011,3,6
Ceara,2012,3,10
Ceara,2013,3,17
Ceara,2014,3,6
Ceara,2015,3,20
Ceara,2016,3,4
Ceara,2017,3,4
Ceara,1998,4,0
Ceara,1999,4,6
Ceara,2000,4,15
Ceara,2001,4,2
Ceara,2002,4,5
Ceara,2003,4,3
Ceara,2004,4,2
Ceara,2005,4,4
Ceara,2006,4,1
Ceara,2007,4,1
Ceara,2008,4,0
Ceara,2009,4,0
Ceara,2010,4,7
Ceara,2011,4,1
Ceara,2012,4,2
Ceara,2013,4,4
Ceara,2014,4,4
Ceara,2015,4,3
Ceara,2016,4,10
Ceara,2017,4,6
Ceara,1998,5,0
Ceara,1999,5,5
Ceara,2000,5,7
Ceara,2001,5,81
Ceara,2002,5,10
Ceara,2003,5,0
Ceara,2004,5,3
Ceara,2005,5,1
Ceara,2006,5,0
Ceara,2007,5,0
Ceara,2008,5,0
Ceara,2009,5,0
Ceara,2010,5,2
Ceara,2011,5,0
Ceara,2012,5,19
Ceara,2013,5,4
Ceara,2014,5,4
Ceara,2015,5,17
Ceara,2016,5,8
Ceara,2017,5,9
Ceara,1998,6,1
Ceara,1999,6,16
Ceara,2000,6,16
Ceara,2001,6,38
Ceara,2002,6,13
Ceara,2003,6,2
Ceara,2004,6,1
Ceara,2005,6,6
Ceara,2006,6,0
Ceara,2007,6,1
Ceara,2008,6,1
Ceara,2009,6,0
Ceara,2010,6,3
Ceara,2011,6,5
Ceara,2012,6,28
Ceara,2013,6,5
Ceara,2014,6,19
Ceara,2015,6,22
Ceara,2016,6,45
Ceara,2017,6,23
Ceara,1998,7,76
Ceara,1999,7,83
Ceara,2000,7,18
Ceara,2001,7,146
Ceara,2002,7,12
Ceara,2003,7,14
Ceara,2004,7,16
Ceara,2005,7,14
Ceara,2006,7,1
Ceara,2007,7,11
Ceara,2008,7,3
Ceara,2009,7,7
Ceara,2010,7,44
Ceara,2011,7,18
Ceara,2012,7,50
Ceara,2013,7,4
Ceara,2014,7,47
Ceara,2015,7,25
Ceara,2016,7,124
Ceara,2017,7,26
Ceara,1998,8,93
Ceara,1999,8,131
Ceara,2000,8,79
Ceara,2001,8,219
Ceara,2002,8,111
Ceara,2003,8,109
Ceara,2004,8,61
Ceara,2005,8,51
Ceara,2006,8,50
Ceara,2007,8,182
Ceara,2008,8,32
Ceara,2009,8,26
Ceara,2010,8,202
Ceara,2011,8,53
Ceara,2012,8,278
Ceara,2013,8,32
Ceara,2014,8,155
Ceara,2015,8,127
Ceara,2016,8,293
Ceara,2017,8,121
Ceara,1998,9,590
Ceara,1999,9,124
Ceara,2000,9,127
Ceara,2001,9,801
Ceara,2002,9,172
Ceara,2003,9,384
Ceara,2004,9,144
Ceara,2005,9,185
Ceara,2006,9,237
Ceara,2007,9,241
Ceara,2008,9,177
Ceara,2009,9,101
Ceara,2010,9,357
Ceara,2011,9,239
Ceara,2012,9,609
Ceara,2013,9,177
Ceara,2014,9,155
Ceara,2015,9,214
Ceara,2016,9,370
Ceara,2017,9,505
Ceara,1998,10,1.014
Ceara,1999,10,309
Ceara,2000,10,875
Ceara,2001,10,2.045
Ceara,2002,10,1.606
Ceara,2003,10,1.761
Ceara,2004,10,1.217
Ceara,2005,10,1.378
Ceara,2006,10,581
Ceara,2007,10,964
Ceara,2008,10,816
Ceara,2009,10,435
Ceara,2010,10,502
Ceara,2011,10,415
Ceara,2012,10,1.104
Ceara,2013,10,466
Ceara,2014,10,517
Ceara,2015,10,658
Ceara,2016,10,1.31
Ceara,2017,10,949
Ceara,1998,11,575
Ceara,1999,11,524
Ceara,2000,11,669
Ceara,2001,11,2.456
Ceara,2002,11,2.715
Ceara,2003,11,3.327
Ceara,2004,11,2.9
Ceara,2005,11,2.483
Ceara,2006,11,1.012
Ceara,2007,11,1.443
Ceara,2008,11,1.753
Ceara,2009,11,1.653
Ceara,2010,11,1.652
Ceara,2011,11,1.561
Ceara,2012,11,995
Ceara,2013,11,1.081
Ceara,2014,11,829
Ceara,2015,11,1.081
Ceara,2016,11,1.328
Ceara,2017,11,812
Ceara,1998,12,276
Ceara,1999,12,397
Ceara,2000,12,389
Ceara,2001,12,545
Ceara,2002,12,1.787
Ceara,2003,12,2.436
Ceara,2004,12,3.158
Ceara,2005,12,1.36
Ceara,2006,12,1.161
Ceara,2007,12,1.177
Ceara,2008,12,1.655
Ceara,2009,12,1.987
Ceara,2010,12,578
Ceara,2011,12,1.441
Ceara,2012,12,631
Ceara,2013,12,956
Ceara,2014,12,643
Ceara,2015,12,1.021
Ceara,2016,12,819
Distrito Federal,1998,1,0
Distrito Federal,1999,1,0
Distrito Federal,2000,1,0
Distrito Federal,2001,1,0
Distrito Federal,2002,1,0
Distrito Federal,2003,1,0
Distrito Federal,2004,1,0
Distrito Federal,2005,1,0
Distrito Federal,2006,1,0
Distrito Federal,2007,1,0
Distrito Federal,2008,1,0
Distrito Federal,2009,1,1
Distrito Federal,2010,1,2
Distrito Federal,2011,1,2
Distrito Federal,2012,1,0
Distrito Federal,2013,1,0
Distrito Federal,2014,1,0
Distrito Federal,2015,1,1
Distrito Federal,2016,1,1
Distrito Federal,2017,1,1
Distrito Federal,1998,2,0
Distrito Federal,1999,2,2
Distrito Federal,2000,2,0
Distrito Federal,2001,2,1
Distrito Federal,2002,2,0
Distrito Federal,2003,2,1
Distrito Federal,2004,2,0
Distrito Federal,2005,2,0
Distrito Federal,2006,2,0
Distrito Federal,2007,2,0
Distrito Federal,2008,2,0
Distrito Federal,2009,2,0
Distrito Federal,2010,2,4
Distrito Federal,2011,2,1
Distrito Federal,2012,2,0
Distrito Federal,2013,2,1
Distrito Federal,2014,2,1
Distrito Federal,2015,2,0
Distrito Federal,2016,2,2
Distrito Federal,2017,2,0
Distrito Federal,1998,3,0
Distrito Federal,1999,3,0
Distrito Federal,2000,3,0
Distrito Federal,2001,3,0
Distrito Federal,2002,3,0
Distrito Federal,2003,3,0
Distrito Federal,2004,3,0
Distrito Federal,2005,3,0
Distrito Federal,2006,3,0
Distrito Federal,2007,3,1
Distrito Federal,2008,3,2
Distrito Federal,2009,3,0
Distrito Federal,2010,3,0
Distrito Federal,2011,3,0
Distrito Federal,2012,3,0
Distrito Federal,2013,3,1
Distrito Federal,2014,3,1
Distrito Federal,2015,3,0
Distrito Federal,2016,3,1
Distrito Federal,2017,3,0
Distrito Federal,1998,4,0
Distrito Federal,1999,4,0
Distrito Federal,2000,4,0
Distrito Federal,2001,4,0
Distrito Federal,2002,4,1
Distrito Federal,2003,4,0
Distrito Federal,2004,4,1
Distrito Federal,2005,4,0
Distrito Federal,2006,4,0
Distrito Federal,2007,4,0
Distrito Federal,2008,4,1
Distrito Federal,2009,4,0
Distrito Federal,2010,4,8
Distrito Federal,2011,4,1
Distrito Federal,2012,4,4
Distrito Federal,2013,4,1
Distrito Federal,2014,4,2
Distrito Federal,2015,4,0
Distrito Federal,2016,4,5
Distrito Federal,2017,4,1
Distrito Federal,1998,5,0
Distrito Federal,1999,5,0
Distrito Federal,2000,5,2
Distrito Federal,2001,5,0
Distrito Federal,2002,5,1
Distrito Federal,2003,5,0
Distrito Federal,2004,5,9
Distrito Federal,2005,5,2
Distrito Federal,2006,5,3
Distrito Federal,2007,5,4
Distrito Federal,2008,5,6
Distrito Federal,2009,5,9
Distrito Federal,2010,5,23
Distrito Federal,2011,5,3
Distrito Federal,2012,5,0
Distrito Federal,2013,5,2
Distrito Federal,2014,5,9
Distrito Federal,2015,5,2
Distrito Federal,2016,5,15
Distrito Federal,2017,5,6
Distrito Federal,1998,6,2
Distrito Federal,1999,6,3
Distrito Federal,2000,6,1
Distrito Federal,2001,6,3
Distrito Federal,2002,6,7
Distrito Federal,2003,6,11
Distrito Federal,2004,6,6
Distrito Federal,2005,6,3
Distrito Federal,2006,6,2
Distrito Federal,2007,6,21
Distrito Federal,2008,6,0
Distrito Federal,2009,6,4
Distrito Federal,2010,6,21
Distrito Federal,2011,6,18
Distrito Federal,2012,6,6
Distrito Federal,2013,6,4
Distrito Federal,2014,6,6
Distrito Federal,2015,6,1
Distrito Federal,2016,6,42
Distrito Federal,2017,6,23
Distrito Federal,1998,7,17
Distrito Federal,1999,7,4
Distrito Federal,2000,7,15
Distrito Federal,2001,7,22
Distrito Federal,2002,7,33
Distrito Federal,2003,7,19
Distrito Federal,2004,7,37
Distrito Federal,2005,7,24
Distrito Federal,2006,7,10
Distrito Federal,2007,7,25
Distrito Federal,2008,7,12
Distrito Federal,2009,7,33
Distrito Federal,2010,7,85
Distrito Federal,2011,7,53
Distrito Federal,2012,7,29
Distrito Federal,2013,7,22
Distrito Federal,2014,7,27
Distrito Federal,2015,7,15
Distrito Federal,2016,7,79
Distrito Federal,2017,7,44
Distrito Federal,1998,8,48
Distrito Federal,1999,8,16
Distrito Federal,2000,8,9
Distrito Federal,2001,8,25
Distrito Federal,2002,8,53
Distrito Federal,2003,8,36
Distrito Federal,2004,8,108
Distrito Federal,2005,8,20
Distrito Federal,2006,8,40
Distrito Federal,2007,8,137
Distrito Federal,2008,8,30
Distrito Federal,2009,8,37
Distrito Federal,2010,8,159
Distrito Federal,2011,8,61
Distrito Federal,2012,8,55
Distrito Federal,2013,8,34
Distrito Federal,2014,8,99
Distrito Federal,2015,8,53
Distrito Federal,2016,8,29
Distrito Federal,2017,8,147
Distrito Federal,1998,9,33
Distrito Federal,1999,9,12
Distrito Federal,2000,9,3
Distrito Federal,2001,9,12
Distrito Federal,2002,9,33
Distrito Federal,2003,9,17
Distrito Federal,2004,9,100
Distrito Federal,2005,9,23
Distrito Federal,2006,9,20
Distrito Federal,2007,9,73
Distrito Federal,2008,9,54
Distrito Federal,2009,9,5
Distrito Federal,2010,9,196
Distrito Federal,2011,9,133
Distrito Federal,2012,9,64
Distrito Federal,2013,9,31
Distrito Federal,2014,9,72
Distrito Federal,2015,9,76
Distrito Federal,2016,9,58
Distrito Federal,2017,9,122
Distrito Federal,1998,10,3
Distrito Federal,1999,10,8
Distrito Federal,2000,10,18
Distrito Federal,2001,10,0
Distrito Federal,2002,10,19
Distrito Federal,2003,10,12
Distrito Federal,2004,10,18
Distrito Federal,2005,10,18
Distrito Federal,2006,10,1
Distrito Federal,2007,10,13
Distrito Federal,2008,10,6
Distrito Federal,2009,10,3
Distrito Federal,2010,10,6
Distrito Federal,2011,10,0
Distrito Federal,2012,10,15
Distrito Federal,2013,10,3
Distrito Federal,2014,10,34
Distrito Federal,2015,10,21
Distrito Federal,2016,10,9
Distrito Federal,2017,10,66
Distrito Federal,1998,11,0
Distrito Federal,1999,11,1
Distrito Federal,2000,11,0
Distrito Federal,2001,11,0
Distrito Federal,2002,11,1
Distrito Federal,2003,11,0
Distrito Federal,2004,11,0
Distrito Federal,2005,11,2
Distrito Federal,2006,11,0
Distrito Federal,2007,11,0
Distrito Federal,2008,11,4
Distrito Federal,2009,11,0
Distrito Federal,2010,11,0
Distrito Federal,2011,11,1
Distrito Federal,2012,11,0
Distrito Federal,2013,11,0
Distrito Federal,2014,11,0
Distrito Federal,2015,11,3
Distrito Federal,2016,11,1
Distrito Federal,2017,11,0
Distrito Federal,1998,12,0
Distrito Federal,1999,12,0
Distrito Federal,2000,12,0
Distrito Federal,2001,12,1
Distrito Federal,2002,12,1
Distrito Federal,2003,12,0
Distrito Federal,2004,12,0
Distrito Federal,2005,12,0
Distrito Federal,2006,12,0
Distrito Federal,2007,12,0
Distrito Federal,2008,12,0
Distrito Federal,2009,12,0
Distrito Federal,2010,12,1
Distrito Federal,2011,12,0
Distrito Federal,2012,12,0
Distrito Federal,2013,12,2
Distrito Federal,2014,12,0
Distrito Federal,2015,12,0
Distrito Federal,2016,12,0
Espirito Santo,1998,1,0
Espirito Santo,1999,1,33
Espirito Santo,2000,1,5
Espirito Santo,2001,1,1
Espirito Santo,2002,1,2
Espirito Santo,2003,1,4
Espirito Santo,2004,1,1
Espirito Santo,2005,1,4
Espirito Santo,2006,1,13
Espirito Santo,2007,1,0
Espirito Santo,2008,1,12
Espirito Santo,2009,1,4
Espirito Santo,2010,1,52
Espirito Santo,2011,1,3
Espirito Santo,2012,1,1
Espirito Santo,2013,1,10
Espirito Santo,2014,1,11
Espirito Santo,2015,1,76
Espirito Santo,2016,1,43
Espirito Santo,2017,1,13
Espirito Santo,1998,2,0
Espirito Santo,1999,2,10
Espirito Santo,2000,2,5
Espirito Santo,2001,2,5
Espirito Santo,2002,2,4
Espirito Santo,2003,2,11
Espirito Santo,2004,2,5
Espirito Santo,2005,2,1
Espirito Santo,2006,2,45
Espirito Santo,2007,2,3
Espirito Santo,2008,2,20
Espirito Santo,2009,2,12
Espirito Santo,2010,2,15
Espirito Santo,2011,2,42
Espirito Santo,2012,2,25
Espirito Santo,2013,2,15
Espirito Santo,2014,2,17
Espirito Santo,2015,2,60
Espirito Santo,2016,2,24
Espirito Santo,2017,2,8
Espirito Santo,1998,3,0
Espirito Santo,1999,3,8
Espirito Santo,2000,3,1
Espirito Santo,2001,3,2
Espirito Santo,2002,3,4
Espirito Santo,2003,3,28
Espirito Santo,2004,3,3
Espirito Santo,2005,3,3
Espirito Santo,2006,3,14
Espirito Santo,2007,3,9
Espirito Santo,2008,3,5
Espirito Santo,2009,3,11
Espirito Santo,2010,3,3
Espirito Santo,2011,3,5
Espirito Santo,2012,3,35
Espirito Santo,2013,3,13
Espirito Santo,2014,3,15
Espirito Santo,2015,3,25
Espirito Santo,2016,3,107
Espirito Santo,2017,3,9
Espirito Santo,1998,4,0
Espirito Santo,1999,4,2
Espirito Santo,2000,4,3
Espirito Santo,2001,4,2
Espirito Santo,2002,4,2
Espirito Santo,2003,4,22
Espirito Santo,2004,4,0
Espirito Santo,2005,4,4
Espirito Santo,2006,4,1
Espirito Santo,2007,4,2
Espirito Santo,2008,4,8
Espirito Santo,2009,4,8
Espirito Santo,2010,4,7
Espirito Santo,2011,4,3
Espirito Santo,2012,4,74
Espirito Santo,2013,4,16
Espirito Santo,2014,4,15
Espirito Santo,2015,4,33
Espirito Santo,2016,4,57
Espirito Santo,2017,4,7
Espirito Santo,1998,5,0
Espirito Santo,1999,5,16
Espirito Santo,2000,5,2
Espirito Santo,2001,5,8
Espirito Santo,2002,5,5
Espirito Santo,2003,5,1
Espirito Santo,2004,5,0
Espirito Santo,2005,5,5
Espirito Santo,2006,5,0
Espirito Santo,2007,5,1
Espirito Santo,2008,5,2
Espirito Santo,2009,5,7
Espirito Santo,2010,5,3
Espirito Santo,2011,5,2
Espirito Santo,2012,5,20
Espirito Santo,2013,5,14
Espirito Santo,2014,5,18
Espirito Santo,2015,5,17
Espirito Santo,2016,5,48
Espirito Santo,2017,5,10
Espirito Santo,1998,6,6
Espirito Santo,1999,6,6
Espirito Santo,2000,6,9
Espirito Santo,2001,6,9
Espirito Santo,2002,6,18
Espirito Santo,2003,6,19
Espirito Santo,2004,6,3
Espirito Santo,2005,6,8
Espirito Santo,2006,6,5
Espirito Santo,2007,6,4
Espirito Santo,2008,6,4
Espirito Santo,2009,6,12
Espirito Santo,2010,6,3
Espirito Santo,2011,6,7
Espirito Santo,2012,6,15
Espirito Santo,2013,6,22
Espirito Santo,2014,6,9
Espirito Santo,2015,6,18
Espirito Santo,2016,6,49
Espirito Santo,2017,6,37
Espirito Santo,1998,7,37
Espirito Santo,1999,7,9
Espirito Santo,2000,7,16
Espirito Santo,2001,7,12
Espirito Santo,2002,7,9
Espirito Santo,2003,7,27
Espirito Santo,2004,7,4
Espirito Santo,2005,7,9
Espirito Santo,2006,7,11
Espirito Santo,2007,7,13
Espirito Santo,2008,7,5
Espirito Santo,2009,7,25
Espirito Santo,2010,7,5
Espirito Santo,2011,7,18
Espirito Santo,2012,7,35
Espirito Santo,2013,7,20
Espirito Santo,2014,7,17
Espirito Santo,2015,7,30
Espirito Santo,2016,7,42
Espirito Santo,2017,7,3
Espirito Santo,1998,8,38
Espirito Santo,1999,8,60
Espirito Santo,2000,8,26
Espirito Santo,2001,8,30
Espirito Santo,2002,8,60
Espirito Santo,2003,8,118
Espirito Santo,2004,8,12
Espirito Santo,2005,8,12
Espirito Santo,2006,8,29
Espirito Santo,2007,8,82
Espirito Santo,2008,8,13
Espirito Santo,2009,8,17
Espirito Santo,2010,8,39
Espirito Santo,2011,8,93
Espirito Santo,2012,8,12
Espirito Santo,2013,8,53
Espirito Santo,2014,8,47
Espirito Santo,2015,8,35
Espirito Santo,2016,8,78
Espirito Santo,2017,8,30
Espirito Santo,1998,9,108
Espirito Santo,1999,9,64
Espirito Santo,2000,9,14
Espirito Santo,2001,9,38
Espirito Santo,2002,9,46
Espirito Santo,2003,9,252
Espirito Santo,2004,9,47
Espirito Santo,2005,9,8
Espirito Santo,2006,9,87
Espirito Santo,2007,9,63
Espirito Santo,2008,9,78
Espirito Santo,2009,9,57
Espirito Santo,2010,9,53
Espirito Santo,2011,9,108
Espirito Santo,2012,9,48
Espirito Santo,2013,9,30
Espirito Santo,2014,9,61
Espirito Santo,2015,9,228
Espirito Santo,2016,9,128
Espirito Santo,2017,9,58
Espirito Santo,1998,10,20
Espirito Santo,1999,10,23
Espirito Santo,2000,10,88
Espirito Santo,2001,10,19
Espirito Santo,2002,10,113
Espirito Santo,2003,10,159
Espirito Santo,2004,10,48
Espirito Santo,2005,10,62
Espirito Santo,2006,10,10
Espirito Santo,2007,10,79
Espirito Santo,2008,10,100
Espirito Santo,2009,10,13
Espirito Santo,2010,10,32
Espirito Santo,2011,10,38
Espirito Santo,2012,10,62
Espirito Santo,2013,10,37
Espirito Santo,2014,10,89
Espirito Santo,2015,10,307
Espirito Santo,2016,10,58
Espirito Santo,2017,10,56
Espirito Santo,1998,11,4
Espirito Santo,1999,11,9
Espirito Santo,2000,11,3
Espirito Santo,2001,11,3
Espirito Santo,2002,11,22
Espirito Santo,2003,11,49
Espirito Santo,2004,11,42
Espirito Santo,2005,11,0
Espirito Santo,2006,11,0
Espirito Santo,2007,11,112
Espirito Santo,2008,11,3
Espirito Santo,2009,11,18
Espirito Santo,2010,11,3
Espirito Santo,2011,11,6
Espirito Santo,2012,11,7
Espirito Santo,2013,11,11
Espirito Santo,2014,11,20
Espirito Santo,2015,11,141
Espirito Santo,2016,11,8
Espirito Santo,2017,11,3
Espirito Santo,1998,12,5
Espirito Santo,1999,12,0
Espirito Santo,2000,12,3
Espirito Santo,2001,12,1
Espirito Santo,2002,12,12
Espirito Santo,2003,12,18
Espirito Santo,2004,12,9
Espirito Santo,2005,12,5
Espirito Santo,2006,12,0
Espirito Santo,2007,12,14
Espirito Santo,2008,12,1
Espirito Santo,2009,12,32
Espirito Santo,2010,12,10
Espirito Santo,2011,12,1
Espirito Santo,2012,12,18
Espirito Santo,2013,12,9
Espirito Santo,2014,12,28
Espirito Santo,2015,12,61
Espirito Santo,2016,12,12
Goias,1998,1,0
Goias,1999,1,14
Goias,2000,1,10
Goias,2001,1,29
Goias,2002,1,12
Goias,2003,1,14
Goias,2004,1,10
Goias,2005,1,27
Goias,2006,1,85
Goias,2007,1,28
Goias,2008,1,23
Goias,2009,1,30
Goias,2010,1,59
Goias,2011,1,39
Goias,2012,1,21
Goias,2013,1,33
Goias,2014,1,80
Goias,2015,1,118
Goias,2016,1,52
Goias,2017,1,53
Goias,1998,2,0
Goias,1999,2,334
Goias,2000,2,11
Goias,2001,2,9
Goias,2002,2,9
Goias,2003,2,47
Goias,2004,2,11
Goias,2005,2,84
Goias,2006,2,21
Goias,2007,2,13
Goias,2008,2,25
Goias,2009,2,29
Goias,2010,2,86
Goias,2011,2,45
Goias,2012,2,37
Goias,2013,2,86
Goias,2014,2,44
Goias,2015,2,53
Goias,2016,2,117
Goias,2017,2,75
Goias,1998,3,0
Goias,1999,3,1
Goias,2000,3,4
Goias,2001,3,10
Goias,2002,3,48
Goias,2003,3,29
Goias,2004,3,36
Goias,2005,3,36
Goias,2006,3,29
Goias,2007,3,49
Goias,2008,3,20
Goias,2009,3,32
Goias,2010,3,65
Goias,2011,3,19
Goias,2012,3,57
Goias,2013,3,79
Goias,2014,3,80
Goias,2015,3,76
Goias,2016,3,136
Goias,2017,3,115
Goias,1998,4,0
Goias,1999,4,25
Goias,2000,4,16
Goias,2001,4,49
Goias,2002,4,78
Goias,2003,4,87
Goias,2004,4,32
Goias,2005,4,55
Goias,2006,4,22
Goias,2007,4,17
Goias,2008,4,36
Goias,2009,4,11
Goias,2010,4,105
Goias,2011,4,71
Goias,2012,4,89
Goias,2013,4,42
Goias,2014,4,138
Goias,2015,4,89
Goias,2016,4,167
Goias,2017,4,60
Goias,1998,5,0
Goias,1999,5,99
Goias,2000,5,58
Goias,2001,5,85
Goias,2002,5,171
Goias,2003,5,57
Goias,2004,5,157
Goias,2005,5,164
Goias,2006,5,33
Goias,2007,5,94
Goias,2008,5,41
Goias,2009,5,104
Goias,2010,5,239
Goias,2011,5,136
Goias,2012,5,103
Goias,2013,5,150
Goias,2014,5,210
Goias,2015,5,129
Goias,2016,5,233
Goias,2017,5,135
Goias,1998,6,172
Goias,1999,6,250
Goias,2000,6,222
Goias,2001,6,212
Goias,2002,6,302
Goias,2003,6,321
Goias,2004,6,422
Goias,2005,6,189
Goias,2006,6,70
Goias,2007,6,186
Goias,2008,6,55
Goias,2009,6,179
Goias,2010,6,278
Goias,2011,6,314
Goias,2012,6,245
Goias,2013,6,192
Goias,2014,6,318
Goias,2015,6,277
Goias,2016,6,289
Goias,2017,6,442
Goias,1998,7,512
Goias,1999,7,311
Goias,2000,7,332
Goias,2001,7,371
Goias,2002,7,686
Goias,2003,7,322
Goias,2004,7,778
Goias,2005,7,363
Goias,2006,7,169
Goias,2007,7,399
Goias,2008,7,193
Goias,2009,7,470
Goias,2010,7,941
Goias,2011,7,607
Goias,2012,7,564
Goias,2013,7,350
Goias,2014,7,446
Goias,2015,7,347
Goias,2016,7,837
Goias,2017,7,577
Goias,1998,8,2.218
Goias,1999,8,1.198
Goias,2000,8,925
Goias,2001,8,787
Goias,2002,8,1.428
Goias,2003,8,902
Goias,2004,8,1.498
Goias,2005,8,639
Goias,2006,8,588
Goias,2007,8,2.382
Goias,2008,8,568
Goias,2009,8,647
Goias,2010,8,2.914
Goias,2011,8,1.613
Goias,2012,8,912
Goias,2013,8,488
Goias,2014,8,1.255
Goias,2015,8,943
Goias,2016,8,1.032
Goias,2017,8,1.492
Goias,1998,9,2.867
Goias,1999,9,1.898
Goias,2000,9,1.293
Goias,2001,9,1.863
Goias,2002,9,3.52
Goias,2003,9,1.662
Goias,2004,9,2.965
Goias,2005,9,1.341
Goias,2006,9,1.463
Goias,2007,9,3.745
Goias,2008,9,1.255
Goias,2009,9,685
Goias,2010,9,5.075
Goias,2011,9,2.259
Goias,2012,9,2.452
Goias,2013,9,684
Goias,2014,9,1.687
Goias,2015,9,2.296
Goias,2016,9,1.703
Goias,2017,9,3.238
Goias,1998,10,1.034
Goias,1999,10,743
Goias,2000,10,905
Goias,2001,10,479
Goias,2002,10,1.367
Goias,2003,10,1.183
Goias,2004,10,1.275
Goias,2005,10,1.717
Goias,2006,10,178
Goias,2007,10,1.195
Goias,2008,10,1.231
Goias,2009,10,367
Goias,2010,10,1.227
Goias,2011,10,476
Goias,2012,10,1.524
Goias,2013,10,606
Goias,2014,10,1.947
Goias,2015,10,1.807
Goias,2016,10,522
Goias,2017,10,2.401
Goias,1998,11,47
Goias,1999,11,110
Goias,2000,11,26
Goias,2001,11,15
Goias,2002,11,192
Goias,2003,11,168
Goias,2004,11,291
Goias,2005,11,144
Goias,2006,11,91
Goias,2007,11,79
Goias,2008,11,90
Goias,2009,11,89
Goias,2010,11,67
Goias,2011,11,59
Goias,2012,11,57
Goias,2013,11,183
Goias,2014,11,181
Goias,2015,11,547
Goias,2016,11,123
Goias,2017,11,117
Goias,1998,12,13
Goias,1999,12,20
Goias,2000,12,6
Goias,2001,12,18
Goias,2002,12,115
Goias,2003,12,129
Goias,2004,12,56
Goias,2005,12,5
Goias,2006,12,7
Goias,2007,12,16
Goias,2008,12,6
Goias,2009,12,39
Goias,2010,12,48
Goias,2011,12,39
Goias,2012,12,93
Goias,2013,12,86
Goias,2014,12,68
Goias,2015,12,179
Goias,2016,12,64
Maranhao,1998,1,0
Maranhao,1999,1,54
Maranhao,2000,1,19
Maranhao,2001,1,29
Maranhao,2002,1,48
Maranhao,2003,1,436
Maranhao,2004,1,241
Maranhao,2005,1,450
Maranhao,2006,1,221
Maranhao,2007,1,428
Maranhao,2008,1,121
Maranhao,2009,1,240
Maranhao,2010,1,319
Maranhao,2011,1,124
Maranhao,2012,1,326
Maranhao,2013,1,209
Maranhao,2014,1,195
Maranhao,2015,1,494
Maranhao,2016,1,412
Maranhao,2017,1,187
Maranhao,1998,2,0
Maranhao,1999,2,6
Maranhao,2000,2,11
Maranhao,2001,2,1
Maranhao,2002,2,116
